V_i_mean,V_i_sem,V_i_std,V_i_count,d_intrinsic_tangent_sq_mean,d_intrinsic_tangent_sq_sem,d_intrinsic_tangent_sq_std,d_intrinsic_tangent_sq_count,split_score_mean,split_score_sem,split_score_std,split_score_count,effective_support_mean,effective_support_sem,effective_support_std,effective_support_count
0.0008144265373875003,3.463134418105177e-05,0.0011082030137936566,1024,0.0013840500754872436,0.0013415879216985367,0.042930813494353175,1024,0.6666666666666665,7.51759158920764e-18,2.405629308546445e-16,1024,3.000000000000056,2.05693151165273e-15,6.582180837288736e-14,1024
