a,split_score,effective_support,active_support,row,V_i,d_intrinsic_tangent_sq,subject,split,source_label,source_file,source_dir,beta,dispersion,seed,tangent_defined,alpha,cap_radius
0.015625,0.6666666666666667,3.0000000000000115,3,52,1.611454195881029,0.0054610899713929,1.0,0.0,left_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000235,3,53,0.9036373603241524,0.0009651849083284,1.0,0.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000697,3,54,1.342507187558714,0.0028686414779061,1.0,0.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666647,2.9999999999999996,3,55,1.216546592372202,0.0040049502316053,1.0,0.0,feet,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000124,3,56,0.8605529772496664,0.0006238484556641,1.0,0.0,left_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000235,3,57,1.0244318704457265,0.0014585441435039,1.0,0.0,tongue,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.000000000000047,3,58,1.2593312432950583,0.0026895791136969,1.0,0.0,feet,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.000000000000047,3,59,1.3241266093910788,0.0020555462466884,1.0,0.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,2.9999999999999996,3,60,1.227244919067517,0.00260942170584,1.0,0.0,tongue,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000124,3,61,1.2376455576722871,0.0027943785377971,1.0,0.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000355,3,62,0.7346328162101203,0.0006697345100371,1.0,0.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.000000000000047,3,63,2.6268546252300595,0.0127676343866305,1.0,0.0,feet,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000124,3,0,1.0885497546923846,0.0011607913901317,1.0,1.0,left_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000115,3,1,1.2110452908202851,0.0025261512239986,1.0,1.0,feet,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666646,2.9999999999999996,3,2,1.9742500084263528,0.0101908447736354,1.0,1.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,2.9999999999999996,3,3,1.1349137772473858,0.004190318167503,1.0,1.0,feet,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000355,3,4,1.160312380807821,0.0026315774628544,1.0,1.0,tongue,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000115,3,5,0.8763978664961866,0.001560129116679,1.0,1.0,left_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000115,3,6,1.2623657735236198,0.0015879594606723,1.0,1.0,feet,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.000000000000397,3,7,1.008782825100424,0.0016836413601356,1.0,1.0,left_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000124,3,8,1.232728346237323,0.0018182586001654,1.0,1.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000005445,3,9,0.8800803242089842,0.00130173439268,1.0,1.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000001914,3,10,0.9161600354876758,0.0016264396629934,1.0,1.0,feet,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000235,3,11,0.9340654705079028,0.0016841529455467,1.0,1.0,tongue,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000355,3,12,1.2895038465814088,0.0024339274605649,1.0,1.0,tongue,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.000000000000439,3,13,1.0217668748787432,0.0015035828683185,1.0,1.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000355,3,14,0.8294949732386241,0.000970497985097,1.0,1.0,left_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.000000000000058,3,15,1.296536388447384,0.0046706419108183,1.0,1.0,left_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000115,3,16,0.794524424935369,0.0006844006467747,1.0,1.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000124,3,17,1.0115279196226594,0.0008981901571584,1.0,1.0,left_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000115,3,18,1.1370211756341304,0.0016133216203059,1.0,1.0,feet,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000124,3,19,0.920124639151372,0.001397091291371,1.0,1.0,right_hand,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
0.015625,0.6666666666666667,3.0000000000000124,3,20,1.1504132272334544,0.0039639714131257,1.0,1.0,tongue,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1/row_metrics.csv,/Users/kyou/Desktop/Project-OT-Intrinsic/code/results/eeg_subject1,,,,,,
